x1v,mass,momx,energy,rho,vx,press
0.00390625,0.9999999822884874,2.095654237810607e-08,2.4999999380097084,0.9999999822884874,2.0956542749278142e-08,0.9999999752038832
0.01171875,0.999999961951045,4.502012723702668e-08,2.4999998668286634,0.999999961951045,4.5020128949995536e-08,0.9999999467314648
0.01953125,0.9999999196691913,9.504868421590305e-08,2.499999718842192,0.9999999196691913,9.504869185124132e-08,0.9999998875368747
0.02734375,0.9999998333491305,1.971839289459596e-07,2.4999994167220434,0.9999998333491305,1.971839618068383e-07,0.9999997666888093
0.03515625,0.9999996603363496,4.018952973389246e-07,2.499998811177566,0.9999996603363496,4.018954338481948e-07,0.9999995244709939
0.04296875,0.9999993199626299,8.046304717769071e-07,2.499997619870531,0.9999993199626299,8.046310189560691e-07,0.9999990479480827
0.05078125,0.9999986628474775,1.5821379606112754e-06,2.499995319971138,0.9999986628474775,1.5821400761738691e-06,0.9999981279879545
0.05859375,0.999997418264107,3.0547429614390333e-06,2.4999909639423388,0.999997418264107,3.0547508479989416e-06,0.9999963855750691
0.06640625,0.9999951062751058,5.790304834619769e-06,2.499982872025534,0.9999951062751058,5.790333170917353e-06,0.9999931488035079
0.07421875,0.9999908951182802,1.0772944860558898e-05,2.4999681331246966,0.9999908951182802,1.07730429478407e-05,0.9999872532266669
0.08203125,0.9999833765056046,1.9668869715011166e-05,2.4999418184523274,0.9999833765056046,1.9669196685792034e-05,0.9999767273035566
0.08984375,0.9999702226383022,3.5232064630191794e-05,2.4998957813643514,0.9999702226383022,3.5233113779364544e-05,0.9999583122974733
0.09765625,0.9999476802634085,6.190257474848025e-05,2.499816887320787,0.9999476802634085,6.19058136443436e-05,0.9999267541618888
0.10546875,0.99990985166659,0.00010665631544089327,2.49968449932679,0.99990985166659,0.0001066659311968223,0.9998737974553968
0.11328125,0.9998477142485171,0.00018016282962256326,2.4994670512746824,0.9998477142485171,0.00018019027003324516,0.9997868140171549
0.12109375,0.9997478447121616,0.0002982894686412478,2.4991175938480934,0.9997478447121616,0.00029836470287878303,0.9996470197394274
0.12890625,0.9995908467583599,0.0004839498079578929,2.498568316321303,0.9995908467583599,0.0004841478986400547,0.9994272796678645
0.13671875,0.999349536912293,0.0007692250593228159,2.4977242489419624,0.999349536912293,0.0007697257375027195,0.9990895811583195
0.14453125,0.9989870215918919,0.0011975894235427655,2.496456635227273,0.9989870215918919,0.001198803785893434,0.9985823669559619
0.15234375,0.9984548917997084,0.0018259530263691373,2.4945968036882866,0.9984548917997084,0.0018287786873154269,0.9978380536225188
0.16015625,0.9976918515244033,0.0027261217461729765,2.491931698307225,0.9976918515244033,0.0027324285970739895,0.9967711895362862
0.16796875,0.9966231539694741,0.003985197429755493,2.4882024432836722,0.9966231539694741,0.003998700425414315,0.9952777901913371
0.17578125,0.9951612139141852,0.005704446931092141,2.483107298975907,0.9951612139141852,0.005732183742024382,0.9932363798027715
0.18359375,0.9932076697184687,0.007996289199808174,2.4763100138876535,0.9932076697184687,0.008050974074812344,0.9905111299716527
0.19140625,0.990656980211288,0.010979296066707965,2.46745386778567,0.990656980211288,0.011082843290889944,0.9869572107507174
0.19921875,0.9874013859919955,0.014771443973445365,2.4561807250333647,0.9874013859919955,0.014959918208546157,0.9824280940946127
0.20703125,0.9833367973034104,0.01948221823922659,2.4421533845856214,0.9833367973034104,0.019812355535410026,0.9767841561073736
0.21484375,0.9783689623345758,0.025204461566031056,2.425078699452859,0.9783689623345758,0.025761714175691328,0.9699016177541799
0.22265625,0.972419181628831,0.03200698587945606,2.4047285907293245,0.972419181628831,0.03291480308506811,0.9616807355642158
0.23046875,0.9654288939114177,0.039928886121040494,2.3809563206069395,0.9654288939114177,0.04135870220257168,0.9520522468607036
0.23828125,0.9573626495392312,0.048976223620068766,2.353706159474845,0.9573626495392312,0.0511574413767244,0.9409813641321986
0.24609375,0.9482092563185939,0.05912135855875612,2.323015673568423,0.9482092563185939,0.06235053936120997,0.928469019708588
0.25390625,0.9379811592166643,0.07030480650658172,2.289010988546455,0.9379811592166643,0.07495332482509066,0.9145504796188113
0.26171875,0.9267123395661384,0.08243916498260377,2.2518962960897904,0.9267123395661384,0.08895874314266664,0.8992917815353992
0.26953125,0.914455155019994,0.09541445871445528,2.211939412338911,0.914455155019994,0.10434022728251677,0.8827846516739033
0.27734375,0.9012765825546936,0.10910419837390385,2.1694553401660914,0.9012765825546936,0.12105517938194396,0.8651406104053411
0.28515625,0.8872542901557762,0.1233715124149992,2.124789603167209,0.8872542901557762,0.13904865130980515,0.846484912784612
0.29296875,0.8724728770018896,0.1380748513696429,2.078302730650224,0.8724728770018896,0.15825689830509637,0.8269508327177502
0.30078125,0.8570205162994312,0.1530729327197695,2.030356806651736,0.8570205162994312,0.17861058143710518,0.8066746335576219
0.30859375,0.8409861324210677,0.16822875600331424,1.9813045516025791,0.8409861324210677,0.2000374911284327,0.7857914089837195
0.31640625,0.8244571587462683,0.1834126500338643,1.9314810427124725,0.8244571587462683,0.2224647431199159,0.7644318474700434
0.32421875,0.8075178603831565,0.1985044082748659,1.8811979217574673,0.8075178603831565,0.2458204555137371,0.7427198798902642
0.33203125,0.7902481665639858,0.21339462545605317,1.8307397835912111,0.7902481665639858,0.2700349516581571,0.7207711119626572
0.33984375,0.7727229373384242,0.22798537486410864,1.7803623674685447,0.7727229373384242,0.2950415522145416,0.6986919152109936
0.34765625,0.7550115833377629,0.24219036976794597,1.7302921630789345,0.7550115833377629,0.3207770252971065,0.67657904395762
